-1.01,M-H 
12.992724,M-H+CH2
20.97,M+Na-2H 
26.992724,M-H+2CH2
34.974666,M+Na-2H+CH2
36.95,M+K-2H 
48.974666,M+Na-2H+2CH2
50.948606,M+K-2H+CH2
64.948606,M+K-2H+2CH2
